,0,1,2,3
80,PRESIDENTE," Muchas gracias, ministra, en nombre del conjunto de la Comisión. Tampoco van a caer en saco roto sus palabras, sus explicaciones y propuestas. Estoy convencido que nos ayudarán a mejorar nuestras conclusiones para la reconstrucción social y política de nuestro país. Como la siguiente comparecencia está convocada para las cinco, suspendemos hasta ese momento. (Pausa) . - DON FERNANDO FERRANDO VITALES, PRESIDENTE DE LA FUNDACIÓN RENOVABLES. (Número de expediente 219/000111) . ",2020-06-09,100
81,PRESIDENTE," Señorías, reanudamos la sesión. Como saben, el tercer punto del orden del día es la comparecencia don Fernando Ferrando Vitales, presidente de la Fundación Renovables, a quien agradecemos en nombre de la Comisión que haya tenido la amabilidad de acompañarnos en este objetivo de la reconstrucción social y económica de nuestro país. Sin más preámbulos, le cedo la palabra. ",2020-06-09,100
82,PRESIDENTE DE LA FUNDACIÓN RENOVABLES (Ferrando Vitales) ," Muchas gracias. En primer lugar, quiero agradecer la posibilidad que nos brindan para trasladarles nuestras propuestas e iniciativas dentro de esta Comisión. Les hablo en nombre de la Fundación Renovables. La Fundación Renovables se constituyó hace diez años por un grupo de expertos en materia energética no adscritos, es decir, trabajamos a nivel personal, con el objetivo de hacerlo para un nuevo modelo energético, principalmente en eficiencia, energías renovables y en el sentido más amplio en el que podríamos hablar de sostenibilidad. Justo hoy hace una semana, el martes pasado, presentamos un nuevo informe. Este informe, que creo que ha sido enviado a esta Comisión, lleva como título Lecciones aprendidas para salir de la crisis y tiene dos grandes apartados: el primero, sobre quién pagó la crisis de 2008 en el sector energético, y, el segundo, sobre iniciativas y propuestas para la reactivación y recuperación económica pos-COVID-19. Nos enfrentamos a las consecuencias económicas y sociales de una decisión adoptada para salvar la cuestión de la pandemia del COVID-19, pero no me gustaría iniciar esta comparecencia sin recordar otra pandemia que nos acoge y por cuya lentitud quizás no la tenemos considerada, que es la referida a la lucha contra el cambio climático, la emergencia climática. No trabajar en esta línea, en la posibilidad y la necesidad de combatirla, supone perder una oportunidad -no me cabe ninguna duda- de posicionarnos en un futuro de mayor progreso que el que seguramente estamos diseñando ahora. En este punto, a lo largo de esta comparecencia les vamos a proponer una serie de iniciativas cuya elegibilidad o idoneidad ha pasado un filtro o, al menos, una exigencia, para nosotros vital, para poderla considerar en el trámite de urgencia en que todos creo que nos movemos. El primer punto es la exigencia de sostenibilidad de todas nuestras propuestas per se. En segundo lugar, todas las propuestas tienen viabilidad económica. Este punto creo que es importante, porque, desgraciadamente, en situaciones como la que nos encontramos tendemos a acabar haciendo monumentos funerarios a algunos proyectos piloto o a algunas iniciativas que no tienen esa viabilidad económica. Para nosotros viabilidad económica es aquello que puede funcionar, sin la necesidad de un refuerzo económico constante por parte de los poderes económicos públicos. El siguiente punto es que sean necesarias intrínsecamente, que sean iniciativas que necesitemos, que tengan un mercado potencial suficientemente importante, que sean replicables, y este es un punto importante. Si no conseguimos que las iniciativas sean replicables, seguiremos trabajando en los proyectos piloto, a los que estamos muy acostumbrados. El siguiente punto es que los ejecutores sean fundamentalmente empresas de pequeño y mediano tamaño. Esto conlleva la exigencia de que sean actividades distribuidas territorialmente y que en cierta manera vayan a paliar y a ayudar en la respuesta que necesitamos para sectores económicos que han salido tremendamente damnificados con este stop and go de la economía que todos hemos adoptado en aras de la salud. El penúltimo es pensar en el consumidor. Muchas veces cuando hablamos de energía tendemos a pensar que la energía es exclusivamente un negocio, y nos olvidamos de que la energía es un bien de primera necesidad. Si no trabajamos con los consumidores, si no trabajamos todos juntos, lo que nos vamos a encontrar es que nuestras propuestas siempre van a estar en el mismo ámbito, en el mismo ámbito concesional, en el mismo ámbito regulatorio y no vamos a avanzar en esa misma línea. Por último, que sean inclusivas. Hemos visto, y veremos en un pequeño recuerdo de cómo pasó la crisis de 2008, que hemos conseguido, por no actuar, convertir problemas coyunturales en problemas estructurales. Si la salida y nuestras propuestas no incluyen a la totalidad de la población, estaremos convirtiendo en estructural un problema que tenía solución, porque seguramente era coyuntural. En este punto, me gustaría recordar el pasado. Si proyectamos el futuro sin aprender cuáles son las enseñanzas del pasado, quizá nos olvidemos de algo que hicimos y no salió como esperábamos que saliera. Y si vamos a la crisis de 2008, nos encontraremos con que en materia energética no hubo una salida de la crisis, solo una lucha contra el déficit tarifario. De hecho, si el ímpetu de todos los Gobiernos que hubo desde el año 2008 hasta el año 2014 se hubiera dedicado a pensar en el cambio climático, en vez de exclusivamente en el déficit tarifario, en este momento España no habría cerrado el año con un 17 % de incremento de emisiones, frente a un objetivo y un compromiso con la Unión Europea de una reducción del 20 %. Si hablamos de la crisis de 2008 y el déficit tarifario -haré un paréntesis para decir que el déficit tarifario se crea en el año 2000 por la decisión del Gobierno de no aplicar transparencia en la fijación de precios y su traslado al consumidor, de modo que fuimos creando una bola, hasta que llegamos casi a los 40 000 millones de euros, un 3, 5 % del PIB anual de deuda, por no reconocer y no controlar algo que se nos había ido de las manos-, como les decía, la crisis del 2008 la pagaron los consumidores y los inversores renovables. Todos hemos oído que la pagamos de forma alícuota o que la pagaron alícuotamente todos los sectores. En mi opinión, según el informe que tienen a su disposición, es interesante recalcar que para el consumidor la electricidad subió un 80 % y la parte fija, la parte regulada establecida por el Gobierno, un 155 %; la retribución del transporte eléctrico Red Eléctrica de España la subió en los años 2008 a 2013 un 29 %, la distribución subió un 17 %, los servicios de ajuste subieron un 112 %, los pagos de capacidad subieron un 445 %, las ayudas al carbón supusieron 500 millones de euros en inversiones medioambientales, 3000 millones de euros en la activación operativa, para que luego los propietarios decidieran que no era rentable y se adoptara el cierre entre los años 2018 y el 2019; la retribución de la interrumpibilidad -los electrointensivos, que ahora están tan de moda- subió un 196 %, y, si consideramos el año 2011, se multiplicó por cinco la retribución que había en 2008. Sin duda, alguien me puede responder que todo el mundo cobró más de lo que se esperaba. Pero ¿qué pasó con la demanda de electricidad? La demanda de electricidad bajó un 7, 2 %. Luego, creo que tendremos que aprender que salir de una crisis no es favorecer a unos pocos y perjudicar a la mayoría, sino trabajar inclusivamente a favor de todo el mundo. De hecho -una referencia- se acaba de presentar el proyecto de ley de lucha contra el cambio climático y transición energética, y para nosotros es una tristeza que España pone como objetivo para el año 2030 el objetivo que Bruselas dio para la Unión Europea para el año 2020. Cuando veo que mi país reconoce que ha perdido diez años por voluntad propia en un compromiso que tenía, tengo un doble sentimiento: por un lado, de tristeza y, por otro, si me permiten, de enfado, porque, en cierta manera, con el potencial que tenemos, no hemos cumplido, en absoluto, lo que teníamos previsto. Para nosotros, y creo que para todo el mundo, para salir de una crisis son especialmente importantes los primeros movimientos que se puedan llevar a cabo. Y si analizamos la salida de la crisis de 2008 con el famoso PlanE, Plan Español de Estímulo para la Economía y el Empleo, en 2009 con el Fondo Estatal de Empleo y Sostenibilidad Local, en 2010 con las medidas de impulso de la reactivación económica y del empleo, nos podremos dar cuenta de que la situación no funcionó -y he leído repetidas veces los tres elementos-, primero, porque se confundió inversión con gasto; segundo, porque no había elegibilidad de proyectos, y, tercero, porque a veces -pensando, sobre todo, en el año 2010- se hicieron normativas para que no se cumplieran. Si quiero rehabilitar edificios y pongo que todo aquel que tenga una base imponible superior a 53 000 euros no se pueda acoger, tengan en cuenta, señorías, que no se va a coger prácticamente nadie, y el que se pueda acoger no tiene capacidad económica para poderlo ejecutar. Luego, nuestros proyectos no serán replicables, no son necesarios. Aprendamos del pasado y seguramente trabajaremos a favor del futuro. Nuestra propuesta se basa fundamentalmente en dos líneas. La primera es una política fiscal activa. Para nosotros la fiscalidad no solamente tiene una componente de recaudación, la fiscalidad mueve costumbres y usos. Por tanto, para nosotros el eje, como ustedes verán, es fundamentalmente a futuro. El segundo punto es la electrificación de la demanda. Necesitamos que un país que no tiene combustibles apueste por la electricidad. La electricidad tiene emisiones cero. El 80 % de la población vivimos en ciudades de más de 10 000 habitantes. Hoy se publicaba por el Instituto de Salud Carlos III que en España mueren al año 10 000 personas por problemas de calidad del aire. Si las ciudades estuvieran electrificadas, no tendríamos problema de calidad del aire. La electricidad es más eficiente que cualquier tipo de combustible, la forma más barata de generarla es mediante energías renovables y tiene algo importante: da autonomía al consumidor. Dicho esto, voy a pasar a los ocho grupos de propuestas que tienen ustedes en el texto. Primera línea de propuestas: fomentar el autoconsumo. Proponemos 4680 megavatios para el periodo 2020-2021, con casi 7000 millones de euros. El autoconsumo es tan importante como es la diversificación geográfica que permite, y está ejecutado fundamentalmente por pymes. Hemos establecido una serie de ayudas, como considerar un tipo de IVA del 10 %, y, algo muy importante, que el impuesto sobre bienes inmuebles se rebaje. Si consideramos que, de los 753 ayuntamientos de más de 10 000 habitantes -documento e informe que presentaremos a fin de mes por parte de la fundación-, el 43 %, sin que nadie se lo haya pedido -supone el 48 % de la población del país-, contempla reducciones del IBI para aquel que tenga una instalación de autoconsumo, podremos observar algo fundamental, y es que los ayuntamientos, por su cercanía a los ciudadanos, muchas veces se encuentran más próximos a nuestros problemas de lo que puedan estar el Gobierno, el Parlamento o las comunidades autónomas. Y luego me referiré a la necesidad de fomentar y de apoyar este tipo de iniciativas. En este punto, de los 4680 megavatios, 3000 son para empresas, 1000 para autoconsumo individual y colectivo, 280 para edificios públicos y 400 para la agricultura. Apostamos como segunda línea por la generación centralizada y distribuida, y le pedimos al Gobierno que en el tercer trimestre de este año saque las subastas que nos llevan prometiendo desde las que se celebraron en el año 2017. Le pedimos no solo que las saque, sino por supuesto que las mejore, porque las del año 2016 y 2017 creo que han cubierto todas las malas expectativas que todos teníamos. En esos 14 250 megavatios de licitación se movilizarían 14 000 megavatios. El sector renovable no pide ayudas, no pide suelo; lo que pide es certeza, lo que pide es visibilidad; lo que pide en cierta manera es que las reglas del juego sean conocidas. Apuesta pública para estos 14 000 megavatios cero. El tercer punto y quizás más importante es la apuesta por la rehabilitación de viviendas. Como Fundación Renovables no apostamos tanto por la obra nueva como por la rehabilitación de viviendas, en cierta manera porque el 53 % de las viviendas de este país carece de aislamiento, el 97 % de las viviendas de este país está fuera de norma, no tiene categoría A ni categoría B porque en este país tenemos 30 puntos porcentuales de diferencia con respecto a vivir en bloques en relación con la Unión Europea y necesitamos fomentar el autoconsumo compartido. Proponemos para los años 2020 y 2021 la licitación e inicio de ejecución de rehabilitación de 750 000 viviendas, de las cuales 250 000 son viviendas de familias vulnerables. Tenemos 1, 5 millones de viviendas de familias vulnerables. Aquí sí la Administración, aquí sí la inversión pública asumiría el 50 % de esa inversión, con 2500 millones de euros. Apostamos, siguiendo las normas de la Comisión Europea, por el 5 % de rehabilitación en los edificios públicos y en los edificios de servicios. Y ello supondría la movilización de más de 20 000 millones de euros. Y cuando estamos hablando de que los poderes públicos, de que el dinero público actúe en la rehabilitación de vivienda, no estamos hablando de subvenciones; estamos hablando de procedimientos participativos, como se han desarrollado en la Unión Europea o en Estados Unidos o como los ejemplos que tenemos en España tales como el del Ayuntamiento de Olot o el de Vitoria-Gasteiz dentro del barrio de Coronación. No podemos fomentar una rehabilitación de viviendas basada en el endeudamiento de los propietarios, entendiendo que en España el 76, 3 % de las viviendas las utilizan por sus propios propietarios y tenemos nada más y nada menos que 19 millones de viviendas a nuestra disposición. Cuarta línea de trabajo: movilidad. Pero nosotros la movilidad no es cambiar un vehículo de combustión interna por un vehículo eléctrico. Para nosotros la movilidad es reducir las necesidades de movilidad y que estas sean sostenibles. Y en este punto apostamos, primero, por el teletrabajo. Establecemos un objetivo de un millón de personas teletrabajando y lo fomentamos diciendo que aquella empresa que tenga un trabajador que el 60 % de su tiempo, tres días a la semana, esté trabajando en casa tendrá una reducción de 3 puntos en la cuota de la Seguridad Social. Lo sabemos, son 520 millones de euros lo que nos costaría al año, pero si no damos señales, con reconocer que el teletrabajo es positivo y es bueno no vamos a avanzar. Apostamos por la movilidad del trabajo para un millón de personas creando elementos para reducción y fomentando que no se utilice el vehículo propio. Apostamos por ayudas como reducir el IVA, el impuesto de circulación y el impuesto de matriculación de vehículos eléctricos para 500 000 unidades y también en 500 000 bicicletas eléctricas. Apostamos por el transporte público con una modificación de tarifas y que el 5 % de todos los autobuses que se adquieran en esta fecha sean eléctricos. Lo sabemos, supone un incremento de inversión de casi 400 000 euros por autobús, pero si no damos señales de compromiso por parte de la Administración pública es muy difícil ayudar al resto. En infraestructuras. Por supuesto que nos llevamos replanteando muchas veces los negocios concesionales, tanto de empresas públicas como de empresas privadas. Creo que todos tenemos claro que lo solemos pagar dos veces, una cuando lo damos y otra cuando lo rescatamos. En este punto, proponemos 5000 kilómetros de carril bici. Alguien puede decir, ¡qué barbaridad, 5000 kilómetros! Señorías, 0, 1 metros por habitante; no estamos hablando de tanto, estamos hablando de 250 millones de euros a lo largo de toda la geografía. Apostamos por tener una estructura de recarga, primero, en 450 000 instalaciones a nivel particular y 50 000 a nivel global. Apostamos por algo importante, por el desarrollo de un urbanismo inclusivo, por que el centro de nuestras ciudades no sufra la gentrificación que está sufriendo, porque la peatonalización no sea preparar el centro para actividades comerciales sino que sea para que los vecinos vivan. Apostamos por que podamos ir andando, por tener los servicios cercanos. A mí siempre me dicen: Nuestro ejemplo es Copenhague. Yo les digo: No, mi ejemplo es Vitoria-Gasteiz. El 57 % de los desplazamientos son a pie, el 14 % son en bici. ¿Y por qué? Porque se puede ir en bici a los sitios. Yo no conozco a nadie que vaya a pie a comprar el pan a cuatro kilómetros; pues hay muchos PAU en los que para comprar el pan hay que coger el coche. En este punto, creemos que es importante hablar de peatonalización, hablar de gentrificación. No estamos de acuerdo con el desarrollo que en el Peniec y en la Ley de cambio climático se da de que solo actuaremos para ciudades de más de 50 000 habitantes. Tenemos 753 ciudades de más de 10 000 habitantes que tienen derecho, aunque tengan mucho más campo y más cercano, a vivir en condiciones tan dignas como los demás. El siguiente punto sería equipamiento. Aquí apostamos por la digitalización con 2000 millones de euros, 1500 millones en el sector eléctrico considerado RAP, como activo asumido dentro de la legibilidad por parte de la legislación, y 500 millones en lo que sería la domótica en ciudad. Apostamos por la incorporación de bomba de calor en la sustitución de calderas. Hemos visto planes Renove de sustitución de calderas de gasóleo y de gas por calderas de gas. Señorías, el futuro es la electricidad y se puede cambiar una caldera por una bomba de calor sin tener que hacer obra; nos han engañado muchas veces, pero creo que ahora tenemos que empezar a despertar. Apostamos por un plan de renovación de electrodomésticos serie A. Apostamos por los planes industriales. Hemos destinado, y queremos destinar, 200 millones de euros para planes industriales del sector renovable. Señorías, en el año 2010 España lideraba el sector renovable. El Real Decreto-ley 1/2012 declaró la moratoria de las renovables en este país; entre los años 2011, 2012 y 2013 perdimos 50 000 puestos de trabajo y, en teoría, ya estábamos saliendo de la crisis. Perdimos la seguridad jurídica. De hecho, España tiene cuarenta arbitrajes en Cortes internacionales por ese cambio de seguridad jurídica y en este punto creemos que es importante poder recuperar la capacidad que tenemos. Seguramente no podremos fabricar células fotovoltaicas y competir con los chinos, pero sí podemos hacer migrar el tamaño de palas en la industria eólica; sí podemos trabajar en componentes; sí podemos trabajar en electrónica de potencia; sí tenemos que trabajar en almacenamiento, que no hemos empezado, como quien dice. Sí tenemos que trabajar en los gases renovables y en el power to gas. Es que solo tenemos recursos energéticos renovables, como para no aprovecharlos. Por último, dos elementos, y con esto ya acabo las iniciativas que proponemos. De los dos elementos el primero es la implantación urgente de una tarifa social. No creemos, señorías, en el bono social, es ineficiente e indigno que alguien tenga que retratarse para pedir una ayuda. Proponemos que las familias vulnerables por renta tengan 2, 3 kilovatios de potencia gratuita y 1500 kilovatios y todos los que se acojan a la tarifa social un IVA súper reducido del 4 %. Está evaluado cuál sería el coste que tendríamos comparado con el del bono social. Por último, un punto importante, que es implantar y trabajar todos por la nueva cultura de la energía. Nosotros, como consumidores, tenemos que ser, en primer lugar, responsables. Si el consumidor no es responsable, cualquier modelo energético que ustedes implanten nunca servirá para nada. Todo este tipo de compendios supone la inversión de 60 746 millones de euros, un 7, 2 % de origen público -4360- y una exención de impuestos o gastos adicionales para el año y medio de 3574 millones de euros. Alguien puede decir: ¿y con qué lo pagamos?. Aquí viene, en cierta manera, cuál es nuestra propuesta de política fiscal. Proponemos una modificación de los impuestos directos hacia la baja, para incentivar, como el IRPF, exenciones del impuesto sobre sociedades, la estimación directa para agricultores y ganaderos, que se invierten en las líneas elegibles que hemos hecho. También cuando hablamos del IBI y cuando hablamos del impuesto de circulación o impuesto de matriculación. Proponemos que algunos de los impuestos indirectos se reduzcan, como es el IVA, y proponemos el establecimiento de un suelo para combustibles líquidos, gasolina y gasóleo, equivalente a 60 dólares por barril de Brent. Si analizamos los últimos diez años del precio del petróleo, veríamos que, salvo un año, ha estado por encima de los 60 dólares por barril, que nos han trasladado a todos los consumidores y que, que yo sepa, todavía no hemos salido en protesta de ese precio de barril. Estamos trabajando porque en la actualización del plan de estabilidad, que el Gobierno ha enviado a Bruselas el 30 de abril, se establecía que para el año 2020 el precio del barril medio esperado era de 38, 4 y para el año 2021 de 40, 2. Con un precio de referencia de 40 dólares por barril permitiría ingresar 5183 millones de euros, que cubren con creces todos los presupuestos que nosotros les hemos contado. Por supuesto, esto es con un consumo equivalente al que teníamos en el año 2018. Alguien me puede decir: pero es que ahora no lo tenemos. Me da igual, multipliquen por 0, 8 o por 0, 7 o por 0, 6; las cifras siguen pagando, las que nosotros les hemos dado. Dos elementos para acabar. El primero es la necesidad de potenciar la capacidad del papel municipal. No podemos tener una Ley Reguladora de Bases del Régimen Local que impida que lo más cercano que tenemos no nos pueda ayudar, como lo está haciendo con el IBI, como lo están haciendo los servicios sociales con la pobreza energética. No sé si ustedes saben que para que no te corten la luz tienen que pagar el 50 % de la tarifa los ayuntamientos a los cuales pertenecemos. En este punto, creemos que muchas de las peticiones, incluyendo la que ha hecho el alcalde de Madrid de que es importante liberar los fondos que los ayuntamientos tienen para poder acometer este tipo de iniciativas, son obligadas. Proponemos elaborar un real decreto-ley con materia de urgencia que modifique la Ley del IVA, la Ley de Impuestos Especiales, la Ley de las tres erres o de regeneración de edificios -magnífica ley del año 2013-, por supuesto la Ley del Sector Eléctrico del año 2013 y toda la normativa, para que estos proyectos elegibles los tengamos en marcha y cuando lleguen los fondos europeos, si es que llegan, podamos aplicarlos a proyectos idóneos y elegibles. En este país tenemos una mala costumbre: primero esperamos el dinero y luego decidimos dónde lo colocamos, y acabamos colocándolo en los sitios donde a lo mejor no lo tendríamos que haber colocado, lo que yo siempre he llamado monumentos funerarios a las iniciativas tanto políticas como económicas. Señorías, Picasso, cuando le preguntaban por su capacidad creativa, siempre decía: Cuando llegue la iluminación, que me encuentre trabajando. Creo que el compromiso que tenemos todos -y yo no voy a decir que el compromiso lo tienen ustedes, señorías, lo tenemos entre todos, cada uno en nuestro papel- está en apostar por líneas de salida que generen progreso, que sean inclusivas y que nos permitan tener un modelo energético mucho más sostenible del que ahora tenemos. Muchísimas gracias por su atención y a su disposición. ",2020-06-09,100
83,PRESIDENTE," Gracias, señor Ferrando. Turno ahora para los grupos parlamentarios. Empezamos por el Grupo Mixto, por Teruel Existe, tiene la palabra el señor Guitarte Gimeno. ",2020-06-09,100
84,GUITARTE GIMENO," Buenas tardes. Primero quiero felicitarle por una exposición tan clara y tan esclarecedora. Nosotros en Teruel Existe estamos concienciados con la energía verde y su necesidad en el futuro más inmediato, pero casi todo parece indicar que los receptores de la mayor parte de centrales eólicas y solares serán nuestros territorios, los territorios de la España vaciada. Y hay un problema que nos preocupa sustancialmente y es la escasa repercusión sobre la actividad económica y el empleo que tiene en estas zonas en general la implantación de este tipo de industrias. Nosotros en nuestra provincia hemos sufrido históricamente un proceso de extracción de recursos naturales con el carbón, con el hierro, con las arcillas, y queremos evitar que la implantación de estas energías alternativas, de las que somos partidarios, se produzca también cual fenómeno extractivo de recursos. Es decir, hay un recurso que es el viento igual que hay un recurso que es el agua que en principio deben ser de dominio público, y hasta ahora, por la experiencia que tenemos, la repercusión de la implantación de centrales apenas revierte en el territorio un 3, 5 %, cuando países como Dinamarca obligan a un 25 % o en Francia está en muchos casos en torno al 30 % de retorno hacia el territorio. Entonces creemos que debe hacerse un esfuerzo -respecto a lo que seguro compartimos posiciones- para que la implantación de esta industria genere empleo en el territorio más allá del momento en el que se construye. Es decir, en su periodo de explotación debe abonar a un consorcio o a quien corresponda, no ya tanto a los ayuntamientos -lo digo porque nuestros ayuntamientos suelen ser pequeños y con escasa capacidad de gestión- sino a unos consorcios que se encarguen de invertir ese retorno que corresponde en el territorio, en empleo o en otra actividad industrial, que podría ser muy bien la actividad industrial vinculada a la electricidad: la generación de pilas, de palas, de placas, como sucede en otros territorios; incluso en algunas comunidades autónomas se ha experimentado ya con éxito. Ese es un elemento de preocupación porque vemos que es un elemento muy importante para el desarrollo, probablemente la vía por la que todos estamos de acuerdo que debe producirse, pero también que los territorios que realmente no necesitan esa electricidad como tal para consumo inmediato no sufran una política parecida solo de extracción sino que se conviertan en elemento de desarrollo sostenible. Luego también echamos en falta, quizá porque es menos trascendente que en una gran ciudad, políticas, ejemplos o propuestas para conseguir pueblos con emisiones cero, que las hay y las puede haber, ajustándonos a las actividades que se desarrollan en ellos. Sería muy interesante, por ejemplo, para potenciar esta actividad económica, que quien consume electricidad cerca de donde se produce tenga un beneficio como puede ser que por ejemplo no pague la cuota de transporte de los recibos eléctricos. Actualmente el precio es prácticamente unitario en España independientemente de dónde produces y dónde consumes, y una forma de beneficiar al productor es que los grandes consumidores eléctricos tengan la electricidad cuando están más cerca porque no van a pagar el transporte ni la red de distribución. Entonces hay aspectos de este tipo que son matices muy importantes al gran acuerdo en caminar hacia una economía verde y una producción basada sobre todo en la electricidad como no contaminante, pero que hemos de matizar muy bien para que no se instalen, por ejemplo, compitiendo con otras actividades ya muy productivas. En nuestro caso, por ejemplo, el turismo es un factor muy potente en muchas comarcas que, curiosamente, son las mismas comarcas que están eligiendo las centrales eólicas para instalarse. Parece absurdo, cuando nos sobran miles de kilómetros cuadrados en un territorio amplísimo, que estas centrales quieran instalarse allá donde perjudican actividades de turismo ya eficientes o la biodiversidad o el propio paisaje. Es decir, hemos de acertar para hacerlo; sabemos que es el camino, pero hemos de acertar. ",2020-06-09,100
85,PRESIDENTE," Gracias, señor Guitarte. Por el Grupo Plural, dos intervenciones. En primer lugar, por Más País-Equo, tiene la palabra la señora Sabanés Nadal. ",2020-06-09,100
86,SABANÉS NADAL," Muchas gracias. Muchas gracias por la exposición, por la documentación y por el diagnóstico tan acertado y tan necesario en este momento y que encaja tanto con el objetivo de trabajo de esta Comisión. Varias cuestiones. No podría estar más de acuerdo con el papel que juegan los ayuntamientos, sobre todo porque sufrí tener que acudir a las inversiones financieramente sostenibles y, en un ejercicio de creatividad, pudimos comprar y adquirir autobuses eléctricos pero nunca pudimos comprar flota tecnológica eléctrica de servicios importantes, como limpieza, residuos, etcétera. Por tanto, no puedo estar más de acuerdo con que usted esté de acuerdo con el alcalde de Madrid, pero lo que a mí me hubiera gustado es que hubieran estado de acuerdo en su momento, en anteriores etapas, donde era tan vital como ahora hacer ese cambio estratégico que hubiera dado los fondos necesarios y no hubiera asfixiado a los ayuntamientos. Pero bien está lo que bien acaba y, si sobre esto podemos conformar un consenso, por nosotros -yo siempre dije que no éramos iguales-, desde luego, no quedará pendiente la construcción de ese consenso que ahora ya todo el mundo parece que ve más claro. ¿Qué proyectos le parecen, a corto plazo, más susceptibles para echar a andar ya e ir tirando no solo de las propuestas económicas fiscales que nos ha hecho sino del fondo de reconstrucción europea? ¿Qué proyectos de los que ha citado? Luego, hay otra pregunta -por falta de tiempo no le puedo contar más cosas-, que es la siguiente: Yo veo la rehabilitación y los cambios tecnológicos de la flota muy inmediatos, pero ¿cree usted que para el tema de rehabilitación de vivienda tenemos las estructuras de pequeñas y medianas empresas y, a la vez, las capacitaciones universitarias y profesionales necesarias para abordar el volumen y la cantidad que usted ha planteado? Si no lo tenemos tendríamos que movernos con urgencia, pero en todo caso querría que usted nos ayudara a reflexionar en común sobre este tema. Por lo demás, muy de acuerdo en lo que ha significado el retraso, con lo que hemos perdido en tardar tanto tiempo en liderar temas como el de las renovables. Eso ha sido un retraso, pero ¿cómo podemos acelerar para que nunca más perdamos una oportunidad que nos sitúa como país, tanto en investigación como en empleo y en empleo de calidad? Gracias. ",2020-06-09,100
87,PRESIDENTE," Gracias, señora Sabanés. Por Junts per Catalunya, tiene la palabra el señor Miquel i Valentí. ",2020-06-09,100
88,MIQUEL I VALENTÍ," Gracias, presidente. Gracias por su comparecencia y gracias por acompañarnos. En estas sesiones de grupos de trabajo uno tiene la sensación de que abordamos distintos temas vinculados a la educación, a la Unión Europea, o en este caso a la transición energética, que son debates que deberíamos haber tenido antes de la crisis porque son debates estructurales no son cuestiones propias de una urgencia derivada de la pandemia. De algún modo esta pandemia ha hecho aflorar esa falta de acción, esa falta de debate que deberíamos haber tenido en condiciones normales y no bajo la presión de esa pandemia. En cualquier caso, le agradezco sus aportaciones hoy aquí. Se preguntaba usted -y se respondía también- quién pagó esta crisis, la anterior crisis. Usted mismo decía: la pagaron los consumidores y los inversores, es decir, aquellas personas que pusieron recursos para fomentar las energías renovables. Y yo le diría: ¿Y quién no la pagó? Porque esta es la pregunta interesante. Pues si usted mismo apuntaba que hubo un 7, 2 % menos de demanda eléctrica en el periodo 2008-2013, pero que se incrementaron los ingresos, igual podemos intuir quién no la pagó. Igual el ministro Soria nos podría apuntar algo y las señorías del Grupo Popular también podrían comentar algo sobre quién no pagó esa crisis y sobre las notas que deberíamos tomar para que no nos vuelva a pasar lo mismo. Decía también que hemos perdido diez años y, francamente, es frustrante, no solo por la inacción del anterior Gobierno del Partido Popular, sino también por la acción bloqueadora de forma sistemática del anterior Gobierno. A la frustración propia de la inacción hay que sumar el combate que mantuvo el anterior Gobierno para luchar contra determinadas medidas, por ejemplo contra la Ley del Cambio Climático del Parlament de Catalunya, que, respaldando su discurso en cuestiones competenciales, terminó anulada por el Tribunal Constitucional. Y luego pasó lo que pasa en este país a menudo, que en nombre de la igualdad, en lugar de conceder derechos y elevar el nivel de progreso a los ciudadanos, se rebaja a todos, incluso a aquellos que viven en territorios en los que sus Parlamentos y Gobiernos han decidido avanzar y progresar más de lo que el Gobierno central hace. Esto hay que ponerlo en valor. Como tenemos poco tiempo y usted también para respondernos, le pediría algo parecido a lo que le ha pedido la señora Sabanés. De todas las propuestas que nos ha presentado, muchas de las cuales son para definir proyectos a medio y a largo plazo, ¿cuáles destacaría como prioritarias para realizar a un año o un año y medio vista, justo saliendo de la crisis sanitaria que estamos viviendo? De nuevo le agradecemos su comparecencia y nos ponemos a su disposición para cualquier cosa en la que le seamos útiles. Gracias. ",2020-06-09,100
89,PRESIDENTE," Muchas gracias, señor Miquel. Por el Grupo Parlamentario Republicano tiene la palabra la señora Carvalho Dantas. ",2020-06-09,100
